tweet_id,user_id,user_pseudo,user_name,date_and_time,content,nb_replies,nb_retweets,nb_jaime
315560829921685504,94158163,Lilly_Brl,Butterfly,13:28 - 23 mars 2013,Bientôt #thevoiceus ! >>>>,0,0,0
315580450305343490,325603894,MrBiscuit18,Premou,14:46 - 23 mars 2013,En regardant #TheVoice France ça me fait penser que #TheVoiceUS commence dans 2 jours ! #Yeaah,0,0,0
315581029073162240,325603894,MrBiscuit18,Premou,14:49 - 23 mars 2013,Avec des coachs de choc s'il vous plait : @adamlevine  @shakira @UsherRaymondIV et @blakeshelton !  C'est pas rien #TheVoiceUS,0,0,0
315575569435738113,487024271,ClemOConnor,Clément Suman,14:27 - 23 mars 2013,"Titanium, le titre PAR-FAIT pour une battle ! J'en ai encore des frissons quand je repense à #TheVoiceUS avec Avery Wilson #CoupDeCoeur",0,0,0
315573297276395520,267301569,alexcbne,Alexis Cab.🏆,14:18 - 23 mars 2013,Mardi soir il y a #TheVoiceUS !!!! Me tarde !!!!,0,0,0
315568108758769664,1062688500,lou_topia,Lou,13:57 - 23 mars 2013,"Cette nana, elle était exceptionnelle, dans #TheVoiceUS. (cc @CassadeePope). #lasttweet",0,0,0
315567923311833088,1062688500,lou_topia,Lou,13:57 - 23 mars 2013,"Pour moi, “Torn” dans #TheVoice, c’est un peu le terrain de @CassadeePope. #TheVoiceUS",0,0,0
315566709169876994,165713927,iamhousni,Housni ⭐⭐,13:52 - 23 mars 2013,"Usher, t'as intérêt à rester calme sur ta chaise. #TheVoiceUS",1,0,0
315350335537434624,1067819605,33Sports9,33Sports,23:32 - 22 mars 2013,"""Judging from a sneak peek at the first episode, the new coaches not only fit right in with “Voice” vet http://bit.ly/Y5vYLn  #TheVoiceUS",0,0,0
315350326947491840,1067797177,33Sports7,33Sports,23:32 - 22 mars 2013,VIDEO-Adam Levine talks about the new energy on The Voice this season! http://bit.ly/Y5vYuS  #TheVoiceUS,0,0,0
315350318055575553,1067764934,33Sports5,33Sports,23:32 - 22 mars 2013,"Watch out veterans, the new kids are coming in hot! Read all about it on The Hollywood Reporter:  http://bit.ly/Y5vXam  #TheVoiceUS",0,0,0
315350313915793408,1067818958,33Sports10,33Sports,23:32 - 22 mars 2013,We can't wait for you to see Shakira in action starting March 25! http://bit.ly/Y5vWU1  #TheVoiceUS,0,0,0
315350309796978688,1067760661,33Sports4,33Sports,23:32 - 22 mars 2013,Hey here's a little treat for you! Just 11 days until Adam Levine is on your TV! http://bit.ly/Y5vWTZ  #TheVoiceUS,0,0,0
315350305514614784,1067739745,33Sports3,33Sports,23:32 - 22 mars 2013,"It's Saturday morning, just let that stubble grow... http://bit.ly/Y5vWTW  #TheVoiceUS",0,0,0
315350301332877313,1065584244,33Sports2,33Sports,23:32 - 22 mars 2013,Shakira reveals how she found her own 'Voice.'   Entertainment Tonight has the video exclusive:  http://bit.ly/Y5vYem  #TheVoiceUS,0,0,0
315350297146966016,1021567668,33sportnews,33sports,23:32 - 22 mars 2013,"Blake + Adam, does Usher make three? CAPTION THIS: http://bit.ly/Y5vXY3  #TheVoiceUS",0,0,0
315350291904094208,1065573445,33sports1,33Sports,23:32 - 22 mars 2013,"""I like Macarena."" - Blake Shelton teases Shakira when the coaches share what they are listening to!   WA http://bit.ly/Y5vXXX  #TheVoiceUS",0,0,0
315350280386531328,1067797177,33Sports7,33Sports,23:32 - 22 mars 2013,Spot the Voice alumni at the Season 4 premiere screening! http://bit.ly/Y5vWDi  #TheVoiceUS,0,0,0
315399300400156672,227626523,jetiuzen,Jet Tiuzen,02:47 - 23 mars 2013,What A Girl Wants? What a Girl Needs :) #LSS ako dine! #TheVoiceUS,0,0,0
315350233229955072,1067797177,33Sports7,33Sports,23:32 - 22 mars 2013,Voice alumni at the Season 4 premiere screening! http://bit.ly/Y5vVza  #TheVoiceUS,0,0,0
315292782937911296,87240383,Pedrok_Russell,Pedro 💚🎒,19:43 - 22 mars 2013,Segunda começa #TheVoiceUS,0,0,0
315968909662646272,87240383,Pedrok_Russell,Pedro 💚🎒,16:30 - 24 mars 2013,"@DLouise_  E ai vai ver #TheVoiceUS, começa amanha. Dessa vez não vai ter XTina nem Team Dez :(",1,0,0
315922478776078336,1067739745,33Sports3,33Sports,13:26 - 24 mars 2013,VIDEO-Get the scoop on Season 4 straight from our premiere red carpet! http://bit.ly/Y8OdzN  #TheVoiceUS,0,0,0
315920738936840193,187751394,GustaveHokage,Luiz Gustavo Nunes,13:19 - 24 mars 2013,Amanhã começa: #TeamBlake #TeamUsher #TeamShakira #TeamAdam #TheVoiceUS,0,0,0
315868632997588992,54583504,bejanawaktu,uda anest,09:52 - 24 mars 2013,"...dan Blake bakalan sering bilang ""I won this twice"" #TheVoiceUs",0,0,0
315868077495562240,54583504,bejanawaktu,uda anest,09:49 - 24 mars 2013,#TheVoiceUS #Season4 #FirstLook http://www.youtube.com/watch?feature=player_embedded&v=tXFHwzV-G3E …,0,0,0
315858529489674241,870051000,MasimSaid,Masim Said,09:11 - 24 mars 2013,Ça change de Garou et Jennifer #LRT #TheVoice #TheVoiceUS,0,0,0
315857275896070145,54583504,bejanawaktu,uda anest,09:06 - 24 mars 2013,udah penasaran dari sekarang x)) #TheVoiceUS http://twitpic.com/ce22ji ,0,0,0
315830277081554944,395239330,SoHoLePitchoun,Soho1.9.9.3🐘☠️🍀,07:19 - 24 mars 2013,@UsherRaymondIV  in the sofa of The voice for the first time tomorow  ! I can't wait !!! #thevoiceUS,0,0,0
315737290121031680,1065584244,33Sports2,33Sports,01:10 - 24 mars 2013,"VIDEO-As a new coach, where do you go for advice?  Pawnee’s Department of Parks and Recreation, of cours http://bit.ly/11x4e1x  #TheVoiceUS",0,0,0
315650997567504384,349163890,mrcoxz_,o porquinho da ariana grande,19:27 - 23 mars 2013,@xtina vai ter uma otima substituta no #TheVoiceUs a @shakira vamos com tudo!!,0,0,0
316298365451264001,267301569,alexcbne,Alexis Cab.🏆,14:19 - 25 mars 2013,Ce soir il y a #TheVoiceUS !,0,0,0
316276341039308800,325603894,MrBiscuit18,Premou,12:52 - 25 mars 2013,Oh pendant que j'y pense y a #TheVoiceUS qui commence ce soir #Season4 déjà ! #CoolThing,0,0,0
316238273422950402,267301569,alexcbne,Alexis Cab.🏆,10:20 - 25 mars 2013,il me tarde la suite de #Révolution !!! demain :D Et #TheVoiceUS aussi !,0,0,0
316256730197680128,229042825,itsjessica67,"thank u, next 💋 🇷🇪🇲🇬",11:34 - 25 mars 2013,C'est à quelle heure #TheVoiceUS? Et y a une chaîne svp?,0,0,0
316338280394260481,358895389,Poleemizando,Gabriela,16:58 - 25 mars 2013,"Ahhh... é a premiere, não começou ainda não. #TheVoiceUS",0,0,0
316337990433648640,68779048,AlineSRR,A.,16:57 - 25 mars 2013,Hora de #TheVoiceUS hora de abrir minha lista,0,0,0
316336739088228352,47450752,HalexaCoelho,Halexa Coelho,16:52 - 25 mars 2013,@HugoGloss http://www.ustvnow.com/index.php  só se cadastrar e é só sucesso. #TheVoiceUS,0,0,0
316336435353497600,68779048,AlineSRR,A.,16:50 - 25 mars 2013,Ai que emoção quero #TheVoiceUS logo #TeamAdam,0,0,0
316333585521070080,59229656,igaozim,Iqor,16:39 - 25 mars 2013,Apenas aguardando #TheVoiceUS,0,0,0
316323002948153344,252332562,euricardodf,Ricardo,15:57 - 25 mars 2013,#thevoiceus entra no site http://www.r4dj.com  e confira downloads de cada audição de graça! Além de muita música! #thevoice #teamskakira,0,0,0
316312617905975296,87240383,Pedrok_Russell,Pedro 💚🎒,15:16 - 25 mars 2013,Alguem sabe a hora que vai passar #TheVoiceUS ??????? E alguem tem o Stream?,0,0,0
316312456353968128,231334841,helenmonrose,Helen 🦄,15:15 - 25 mars 2013,"Yay, #TheVoiceUS premieres tonight!",0,0,0
316309572107247616,1065573445,33sports1,33Sports,15:04 - 25 mars 2013,PHOTO-Usher is taking over NYC today!  Catch him on Late Night with Jimmy Fallon tonight after The Voice  http://bit.ly/11EiyFt  #TheVoiceUS,0,0,0
316306146510135296,169274108,Esquentados,Esquentados,14:50 - 25 mars 2013,"E aí, quem vai acompanhar o #TheVoiceUS com a gente??? <3",1,0,1
316304599805988864,87240383,Pedrok_Russell,Pedro 💚🎒,14:44 - 25 mars 2013,Hoje tem #TheVoiceUS,0,0,0
316300364242620417,96567996,Hills_Fox_Serie,🐾 Laura 🐾,14:27 - 25 mars 2013,Ce soir c'est le retour de #TheVoiceUS cool @blakeshelton @adamlevine et les 2 nouveaux jury @shakira @UsherRaymondIV,0,0,0
316298855635365888,236468518,Camarote_BBB,𝕯𝖗𝖎𝖈𝖆 🇧🇷 🐦,14:21 - 25 mars 2013,mas perá q já to no aquecimento de outra coisa  vem http://bit.ly/16U9EHS   #TheVoiceUS  via @cartasparapi,0,0,0
316291570976555010,143462609,sara_ishtar,Sara,13:52 - 25 mars 2013,Mañana va a molar (a pesar de seguir mala) porque vuelve #TheVoiceUS esta noche. Y así puedo parar de maratonear #FaceOff que llevo 3 hoy xD,0,0,0
316287726691442689,52547315,BetterCallMitch,Mike,13:37 - 25 mars 2013,#VoicePremiere tonight with 2 new judges Shakira and Usher #TheVoiceUS #Season4,0,0,0
316286599119908864,55284272,andinhoferraz,Andinho Ferraz,13:32 - 25 mars 2013,E hoje começa o vício de novo. Esperando ansioso a estreia do @NBCTheVoice ! #ansioso #TheVoiceUS,0,0,0
316337416480911360,65440798,VaneSilverio,Vanessa Silverio,16:54 - 25 mars 2013,#TheVoiceUS hojeeeeeeee *-* #TeamAdam @adamlevine @UsherRaymondIV @shakira @blakeshelton,0,0,0
316279597052346368,33198075,Celia0111,Celia Carvalho,13:05 - 25 mars 2013,"No #TheVoiceUS, nem preciso dizer que torço pros candidatos e não pros coaches... mas já quero Shakira pegando os melhores! rsrsrsrs",0,0,0
316272709019508736,364408593,jessicaqdbch,$$$,12:37 - 25 mars 2013,#thevoiceus TONIGHT.,0,0,0
316264108037140480,33608738,Foromcom,Forom,12:03 - 25 mars 2013,"Ce soir, sur la chaîne #NBC, retour de #TheVoiceUS avec sa 4ème saison et 2 nouveaux jurés et de #Revolution http://forom.com/p/feb ",0,1,0
316259111429877760,236468518,Camarote_BBB,𝕯𝖗𝖎𝖈𝖆 🇧🇷 🐦,11:43 - 25 mars 2013,Hoje tem #TheVoiceUS \0/\0/,4,0,0
316226957740216320,297317136,freaksngeekz,thay,09:35 - 25 mars 2013,SEGUNDA = #TheVoiceUS Season 4 #TeamAdam :),0,3,0
316222179987574784,64685109,donnyAndrian,Donny Andrian ⬇,09:16 - 25 mars 2013,#Revolution Season 1 returns tomorrow morning right after #TheVoiceUS Season 4 premiere!!,0,0,0
316213013575237633,52718111,leonardosousa78,Leonardo Sousa,08:40 - 25 mars 2013,Começa hoje quarta temporada do #TheVoiceUS. Mas já??,0,0,0
316198380898488320,41554266,jheynie,Jeni🌹,07:42 - 25 mars 2013,#TheVoiceUS season 4 premiere tomorrow. #TheVoiceUK season 2 premiere on Sunday. #thewaitisover #MNLtime,0,0,0
316183695390302211,213355408,Imeldamoox,Imelda McDermott,06:44 - 25 mars 2013,@NBCRevolution and #TheVoiceUS tonight.. This Monday is starting to #lookup :) #happymondaypeeps :),0,0,0
316097646311907329,185996396,Nannii_Park,ปลุกความแร่ดในตัวต้า,01:02 - 25 mars 2013,Premiere Preview_ Judith Hill - The Voice   http://www.youtube.com/watch?v=QG1SsXqfCMs … via @YouTube #TheVoiceUS >> เสียงสุดยอด ชอบโค้ชทั้ง 4 คนในซีซั่นนี้มาก,1,0,0
316022513186504704,65961151,mayfcosta,Mayara Costa,20:03 - 24 mars 2013,Todos estamos!!! RT @gabrielacarv The Voice day! So freaking excited! #TheVoiceUS,0,0,0
316502424032530434,32419107,NRJhitmusiconly,NRJ,03:50 - 26 mars 2013,@UsherRaymondIV et @shakira sont les nouveaux coaches de #TheVoiceUS ! + d'info : http://goo.gl/TbuXs ,5,1,1
316699703255392256,454045205,NouevarinE,Eddy ⭐️⭐️,16:54 - 26 mars 2013,@alexia835 D'accord ! Bah j'espère que ça va être good pour toi ! Je croise mes doigts en tout cas ! Et bon visionnage de #TheVoiceUS ;),2,0,0
316365455281504256,139596859,marieccaron,MC Caron,18:46 - 25 mars 2013,"Je chialais sur l'over-drama de #LaVoix pendant les auditions à l'aveugle... Mais la, #TheVoiceUS commence à en mettre trop. #TooMuch",0,0,0
316635719902822401,267301569,alexcbne,Alexis Cab.🏆,12:40 - 26 mars 2013,Si Michael t'avais vue Judith il serait plus que fière de toi !! #TheVoiceUS,0,0,0
316636716373004289,267301569,alexcbne,Alexis Cab.🏆,12:44 - 26 mars 2013,Demain la suite de #TheVoiceUS mais ça fait plaisir de retrouver !!! Et avec Shakira et Usher en plus !,0,0,0
316700995256193024,190294605,alexia835,alexia83,16:59 - 26 mars 2013,"OMG non mais le regard de charmeur d'Usher c'est interdit ! Toutes les meufs vont aller avec lui, c'est obligé ! #TheVoiceUS",0,0,0
316681575528013824,114807618,DobbyIsMyFriend,Ali,15:42 - 26 mars 2013,"Le mec je l'aime bien, il reprend The Script. #TheVoiceUS",0,0,0
316680226916675584,114807618,DobbyIsMyFriend,Ali,15:37 - 26 mars 2013,"Je meuuuuuuuuuuuuuuuuuuuuurs, ils sont vraiment trop cons. #TheVoiceUS",0,0,0
316676386729365504,114807618,DobbyIsMyFriend,Ali,15:21 - 26 mars 2013,"Christian Porter, sache que tu es vraiment, VRAIMENT canon. #TheVoiceUS",0,0,0
316672476102934529,86046381,HellineC,Cookie 👸🏾🇫🇷 ⭐️⭐️,15:06 - 26 mars 2013,Il a pas été pris mais bon javou sa voix était pas ouf #TheVoiceUS,0,0,0
316662349706715136,276481617,DrezzyLince,Lince Jefferson,14:26 - 26 mars 2013,1er épisode de #TheVoiceUs la candidate judith elle a une de ces voix c'est abusé au top!,0,0,0
316661169186283520,47909925,nanine22360,Speed of sound... ♫♥,14:21 - 26 mars 2013,Moi aussi si je pleure je peux avoir un calin de Adam Levine ? :D #TheVoiceUS,1,0,0
316657858471141376,53783356,Christls_World,Christelle,14:08 - 26 mars 2013,"Les coachs qui ouvrent le show... Même pas de commentaires à faire, juste écouter et regarder. #TheVoiceUs http://www.youtube.com/watch?v=UoJOYxQoD3s&feature=share …",1,0,0
316655698735931394,210115654,AmyPlsnc,Amy_NYC,13:59 - 26 mars 2013,euhhh moi aussi je veux un calin de Adam .. #TheVoiceUS,0,0,0
316654036352892930,47909925,nanine22360,Speed of sound... ♫♥,13:53 - 26 mars 2013,"OMG ! Adam Levine à la batterie et Shakira à l'harmonica, je dis oui ! :D #TheVoiceUS",0,0,0
316653021222293506,53783356,Christls_World,Christelle,13:48 - 26 mars 2013,Bon voyons ce que donne cette 4ème saison de #TheVoiceUs avec les 2 nouveaux jurys...,0,0,0
316644774348193792,25979192,JellyTimberkson,JellyTimberkson,13:16 - 26 mars 2013,Comment on est des petits joueurs en France à coté des US!! #TheVoiceUs : http://youtu.be/UoJOYxQoD3s  via @youtube,0,0,0
316636202365231104,38957184,Ulryck,Ulk,12:42 - 26 mars 2013,"L'une des premières candidates s'appelle Clara Morgan, allo quoi !! #thevoiceUS",0,0,0
316633615763128321,158742962,Hugo13690,Père des Loups,12:31 - 26 mars 2013,Usher est comme un enfant qui va à Disney ! Il est tout heureux haha c'est tellement *_* J'adore ! #TheVoiceUS,0,0,0
316632801258663938,158742962,Hugo13690,Père des Loups,12:28 - 26 mars 2013,Shakira tire de ces têtes parfois haha #TheVoiceUS,0,0,0
316698869650055168,190294605,alexia835,alexia83,16:51 - 26 mars 2013,"Putain rien que la reprise du début d'émission avec les coachs, ça a de la gueule ! Contrairement à chez nous... #TheVoiceUS",0,0,0
316673465581182976,47909925,nanine22360,Speed of sound... ♫♥,15:10 - 26 mars 2013,Qu'une seule personne dans l'équipe d'Adam mais putain quelle voix ! Oo :D #TheVoiceUS,0,0,0
316669321420091392,86046381,HellineC,Cookie 👸🏾🇫🇷 ⭐️⭐️,14:53 - 26 mars 2013,J'espère qu'il sera pris #TheVoiceUS,0,0,0
