tweet_id,user_id,user_pseudo,user_name,date_and_time,content,nb_replies,nb_retweets,nb_jaime
949062065926344704,48108224,LizzieLouBrown,Liz Clare,15:36 - 4 janv. 2018,"Feeling good about the brand new series of #TheVoiceUK. We're flying high @ITV this Sat night, 8pm with @ollyofficial @EmmaWillis",0,2,1
949056516086288384,201179798,kianschick,neets,15:14 - 4 janv. 2018,My other 3 fav progs back this wkend #TheVoiceUK #DancingOnIce #IbizaWeekender,0,0,1
949053364028846080,114010103,UK4G_,UK4G,15:02 - 4 janv. 2018,#TheVoiceUK The Voice UK 2018: http://will.i.am  reveals why there will NEVER be a star - ouch! - http://Express.co.uk  http://dlvr.it/Q8wZmQ ,0,0,1
949049643568107521,228530145,mmohsin1,Mo Mohsin,14:47 - 4 janv. 2018,The Voice UK 2018 coaches perform 'Feeling Good' https://youtu.be/ZEn6ONlqdgY  via @YouTube #TheVoiceUK This Saturday at 8PM,0,0,1
949037279238004736,114010103,UK4G_,UK4G,13:58 - 4 janv. 2018,#TheVoiceUK Jessie J and Paloma Faith SLAMMED by http://will.i.am  ahead of The Voice UK launch - Daily Star,0,0,1
949032128808980481,286732759,Cheey_Williams,👽👽👽,13:37 - 4 janv. 2018,"Best #TheVoiceUK coach line up: Danny O’Donoghue, Jessie J, Tom Jones & Will ",0,6,1
949030713021648897,4645726775,TalentRecap,TalentRecap,13:32 - 4 janv. 2018,"Oh no, @ollyofficial and @SimonCowell are NO LONGER friends.  Olly opens up about their friendship ending after he left The #XFactorUK to join #TheVoiceUK!  https://talentrecap.com/index.php/2018/01/04/olly-murs-says-friendship-simon-cowell-ended-left-x-factor-voice-uk/ …",1,1,1
948984929068699649,21756857,elmoharding,Emma Louise Harding,10:30 - 4 janv. 2018,so this was VERY exciting to see today!!! beyond buzzing to watch donel’s full audition on saturday  #proudteacher #thevoiceuk ,0,2,2
948979156045332481,33990291,IAMJHUD,Jennifer Hudson,10:07 - 4 janv. 2018,Two Days ! #TheVoiceUK ,3,5,5
948971873999708167,325991512,mamfe71,sam clancy 🇬🇧💗🌹,09:38 - 4 janv. 2018,"Didn't think autotune is allowed on #TheVoiceUK .. Signs of desperation, everyone was punished by her voice last summer after her flopped song.. Guess she is not that bothered by spending quality time with her mum if she  thinks appearing on TV to promote her own selfish demands ",1,0,1
948947519748411392,29171054,RadioTimes,Radio Times,08:01 - 4 janv. 2018,Jennifer Hudson will blow you away as #TheVoiceUK coaches perform Feeling Good http://www.radiotimes.com/news/tv/2018-01-04/the-voice-coaches-sing-feeling-good-video-clip/ …,0,4,8
948924777728761856,4795732096,thevoiceuk,The Voice UK,06:31 - 4 janv. 2018,Only two more sleeps until #TheVoiceUK kicks off! Can't wait? Head on over to our app for a sneak peek at the amazing talent to come...  ,3,9,8
948908228888420352,913826376230359040,smilinglikemurs,soph😇,05:25 - 4 janv. 2018,OMG I CANR WAIT FOR SATURDAY THE VOICE OLLY TEAM MURS TEAM OLLY AGHHHHH IM CRYINF  @ollyofficial #thevoice #TheVoiceUK,0,0,1
948907886058659840,2726321295,superTV247,sᴜᴘᴇʀ ᴛᴠ,05:24 - 4 janv. 2018,KATIE PRICE SAYS SHE'S GOING ON #THEVOICEUK NEXT YEAR ,1,0,2
948907605962915840,391684100,AlfieS12,Alfie Sheldon,05:22 - 4 janv. 2018,Katie Price just said she's going to audition for #TheVoiceUK next year... #LooseWomen,0,0,1
948907534840221696,2726321295,superTV247,sᴜᴘᴇʀ ᴛᴠ,05:22 - 4 janv. 2018,She also says she thinks it's the best first episode of #TheVoiceUK she's ever done! ,0,0,1
948906493457387520,4795732096,thevoiceuk,The Voice UK,05:18 - 4 janv. 2018,"It's a new dawn, it's a new day, it's a new series!   The Coaches will be kicking things off with an incredible performance, get a glimpse here  #TheVoiceUK  http://www.itv.com/thevoice/the-coaches-show-us-how-its-done …",2,2,7
948893798704263168,712379153975263235,finlay_davis,Finlay davis,04:28 - 4 janv. 2018,"Maybe im unpopular but i have never met a person, seen a status update from a person , Known a guy who knew a guy who has ever watched the voice. #thismorning #TheVoiceUK",0,0,1
948889769592803328,22609609,VirginMedia_One,Virgin Media One,04:12 - 4 janv. 2018,We can't wait for this! Brand New: The Voice UK with @ollyofficial @IAMJHUD @iamwill & @RealSirTomJones. . Starts Saturday at 8pm on TV3. #TheVoiceUK ,0,1,3
948874520986779648,19291952,thismorning,This Morning,03:11 - 4 janv. 2018,Can @IAMJHUD walk away victorious from @thevoiceuk once again? She joins us with all the gossip from the new series very soon! #TheVoiceUK  ,6,2,4
949067672041517056,17895820,Daily_Express,Daily Express,15:59 - 4 janv. 2018,#TheVoiceUK 2018: http://bit.ly/c1qsIs  reveals why there will NEVER be a star - ouch! http://bit.ly/2CJpkGH ,0,0,1
949064148603711489,20442930,Daily_Star,Daily Star,15:45 - 4 janv. 2018,#LooseWomen's Katie Price reveals she's applying for #TheVoiceUK http://bit.ly/2qrz0A4 ,2,0,1
949056382023581696,17895820,Daily_Express,Daily Express,15:14 - 4 janv. 2018,#TheVoiceUK Sir Tom Jones confesses to ENORMOUS 'mistake' from Blind Auditions   http://bit.ly/2E6guPH ,1,0,0
949031427366096898,286732759,Cheey_Williams,👽👽👽,13:34 - 4 janv. 2018,"Surely I’m not the only one who thinks Olly Murs looks really out of place next to the other coaches. What does he bring to table? How to come runner up, and make semi decent music? #TheVoiceUK",0,0,0
949011300117495808,20442930,Daily_Star,Daily Star,12:15 - 4 janv. 2018,Wait – @KatiePrice auditioning for #TheVoiceUK!?  http://bit.ly/2qrz0A4 ,0,1,0
948978594604306432,20442930,Daily_Star,Daily Star,10:05 - 4 janv. 2018,.@KatiePrice relaunching music career on #TheVoiceUK  http://bit.ly/2qrz0A4 ,1,0,0
948974580298743808,114010103,UK4G_,UK4G,09:49 - 4 janv. 2018,#TheVoiceUK http://Will.i.am  takes swipe at 'empty' X Factor ahead of The Voice launch - Daily Star http://dlvr.it/Q8tn6K ,0,0,0
948963757367185409,298029714,DeliaCazzato,Delia Maria Cazzato,09:06 - 4 janv. 2018,Ooo I'll definitely check out the video #TeamOlly oooh Saturday night is gonna be all right  #TheVoiceUK  https://twitter.com/dariamagdalenax/status/948962185979588608 …,0,0,0
948956212699287552,102767129,MaryMRobin,MaryM Robin ✒📝 ☕,08:36 - 4 janv. 2018,"And Jennifer Hudson wouldn't have to buy @willyoung a new rope, Will Young would keep his clothes on, it would be all about the contestants, if he was in the #TheVoiceUK but Will is so kind hearted, if Jennifer liked his unisex foot wear, then l reckon Will would buy it for her",0,1,1
948944807723962368,102767129,MaryMRobin,MaryM Robin ✒📝 ☕,07:50 - 4 janv. 2018,"Emma Willis parades figure in plunging jumpsuit for The Voice red carpet launch http://www.mirror.co.uk/3am/celebrity-news/emma-willis-steals-show-plunging-11792663 … As always #EmmaWillis is the only great thing about #TheVoiceUK she's so beautiful, looks like a lovely lady, l also love the @ukvoiceband that is it",0,0,0
948910962400251904,20041225,radioowen,Owen Beers,05:36 - 4 janv. 2018,Going to ITV was the best thing that could have happened #TheVoiceUK. Looking forward to this. ,0,0,0
