tweet_id,user_id,user_pseudo,user_name,date_and_time,content,nb_replies,nb_retweets,nb_jaime
817128729537376258,787028966,WeAreSTV,STV,14:00 - 5 janv. 2017,Warm up those vocals! #TheVoiceUK ,0,1,4
817088303719542784,19329967,loosewomen,Loose Women,11:20 - 5 janv. 2017,WOW... @IAMJHUD has given her verdict on @MissKatiePrice's singing! @thevoiceuk #TheVoiceUK ,1,5,3
817066269862137856,4795732096,thevoiceuk,The Voice UK,09:52 - 5 janv. 2017,"You can now carry #TheVoiceUK around in your pocket! Keep up to date whilst on the go with the latest news, gossip, games and performances! ",8,2,6
817027582650683392,114181419,tellymix,TellyMix,07:18 - 5 janv. 2017,#TheVoiceUK to air knockout rounds LIVE this year in a new twist: http://www.tellymix.co.uk/reality-tv/the-voice-uk-2017/296125-voice-uk-2017-air-knockout-rounds-live-new-twist.html …,0,2,4
817000205396672512,293451031,YahooCelebUK,Yahoo Celebrity UK,05:30 - 5 janv. 2017,#TheVoiceUK 2017: @iamwill insists the show WILL produce a star this year https://yhoo.it/2iEDVYG ,0,1,4
816993036601270274,19329967,loosewomen,Loose Women,05:01 - 5 janv. 2017,We've got a crush on you too @thevoiceuk don't worry   #TheVoiceUK,0,2,1
816991663193202688,19329967,loosewomen,Loose Women,04:56 - 5 janv. 2017,'@MissKatiePrice sings well' says @IAMJHUD!! You heard it here first.... Future Oscar for Pricey?!? @thevoiceuk #TheVoiceUK #LooseWomen,2,4,1
816990399340417025,4795732096,thevoiceuk,The Voice UK,04:51 - 5 janv. 2017,Us too!  #TheVoiceUK ,2,4,4
816985253948653568,467554781,Zach_Bruce,Zach Bruce,04:30 - 5 janv. 2017,@IAMJHUD Will be on today's @loosewomen  bloody love her! Can't wait to see her on @thevoiceuk #TheVoiceUK #loosewomen,0,1,2
816984527201533952,19424427,GMB,Good Morning Britain,04:27 - 5 janv. 2017,.@iamwill revealed a shock twist in @thevoiceuk this morning #TheVoiceUK ,4,2,2
816980572857843712,138163187,ATVToday,ATV Today,04:12 - 5 janv. 2017,Sir Tom Jones prepares to return to The Voice UK http://www.atvtoday.co.uk/88979-itv/  #TheVoiceUK #SirTomJones #ITV,1,3,1
816979922535284736,3892703897,davebarnesuk,OFFICIAL David Barnes,04:09 - 5 janv. 2017,12 months ago i appeared on #TheVoiceUK - How times change hey! @thevoiceuk #timehop #Goodtimes,3,1,9
816977171604508672,717366273496195072,IARA_Awards,IARA AWARDS,03:58 - 5 janv. 2017,We looking forward to seeing @GavinRossdale on @thevoiceuk this Saturday make sure you all tune in  #thevoiceuk,0,1,8
816973285455896576,22609609,VirginMedia_One,Virgin Media One,03:43 - 5 janv. 2017,"Hang on to your seat! Brand New: #TheVoiceUK, starts Saturday at 8pm on TV3! This is going to be BIG! @RealSirTomJones, @IAMJHUD",0,1,1
816972198980288512,19587564,TheJamesIngham,JAMES INGHAM,03:38 - 5 janv. 2017,It's not every day you have a wee in the urinal next to a legend like Bush singer Gavin Rossdall.  #GavinRossdall #Bush #TheVoiceUk #ITV,0,1,8
816970526669336576,293451031,YahooCelebUK,Yahoo Celebrity UK,03:32 - 5 janv. 2017,Sir Tom Jones blasts the BBC for sacking him from #TheVoiceUK http://yhoo.it/2j7BMSt ,1,1,1
816970061441286145,787028966,WeAreSTV,STV,03:30 - 5 janv. 2017,Who's excited! #TheVoiceUK ,0,3,4
816962465560817664,86925202,ITV,ITV,03:00 - 5 janv. 2017,1 + 1 = 2 right?  Well that’s the number of days left until #TheVoiceUK launches!!  The Voice starts Saturday 8pm @ITV.  @thevoiceuk,4,3,9
816958181460955136,22609609,VirginMedia_One,Virgin Media One,02:43 - 5 janv. 2017,"#TheVoiceUK, starts Saturday at 8pm on TV3. Join judges @iamwill @RealSirTomJones, @GavinRossdale and @IAMJHUD in search of a superstar!",0,1,5
816954950257352704,3531924921,TheGuidePuppy,Luna,02:30 - 5 janv. 2017,When you're the only one not allowed to sit in @thevoiceuk chair... #GuideDogProblems #TheVoiceUK ,1,1,1
817119583211585537,2726321295,superTV247,sᴜᴘᴇʀ ᴛᴠ,13:24 - 5 janv. 2017,The name drops this series! Already outshines Tom Jones on #TheVoiceUK this Saturday #CBB,0,0,3
817109441912840192,22609609,VirginMedia_One,Virgin Media One,12:44 - 5 janv. 2017,"Hang on to your seat! Brand New: #TheVoiceUK, starts Saturday at 8pm on TV3! This is going to be BIG! @GavinRossdale @iamwill",1,0,3
817096098053402624,114010103,UK4G_,UK4G,11:51 - 5 janv. 2017,#TheVoiceUK http://Will.i.am  confident The Voice UK will beat Gary Barlow's Let It Shine in viewing figures… http://dlvr.it/N2kM7t ,0,1,1
817085019902484480,19526782,HeartBreakfast,Heart Breakfast,11:07 - 5 janv. 2017,Tomorrow morning Ed & Gemma are joined by all 4 coaches from @thevoiceuk! Make sure you're listening from 7.45am! #TheVoiceUK ,1,0,2
817084831490252800,629438876,welsh_lisa2,Lisa Goddard,11:06 - 5 janv. 2017,Hands up if you're looking forward to the new series of #TheVoiceUK,0,1,1
817070402878853120,140769516,ITVLaurenHall,Lauren Hall,10:08 - 5 janv. 2017,Coming up now across ITV regional programmes..... more from the launch of #thevoiceuk ,0,0,1
817069475128373248,787028966,WeAreSTV,STV,10:05 - 5 janv. 2017,#TheVoiceUK ,1,1,3
817059845928947712,29171054,RadioTimes,Radio Times,09:27 - 5 janv. 2017,"New coach on #TheVoiceUK Gavin Rossdale (@GavinRossdale): ""I've definitely found the next superstar"" http://www.radiotimes.com/news/2017-01-05/new-coach-on-itvs-the-voice-gavin-rossdale-ive-definitely-found-the-next-superstar …",0,0,4
817031669475479552,114010103,UK4G_,UK4G,07:35 - 5 janv. 2017,#TheVoiceUK BBC's Let It Shine is very different to ITV's The Voice UK - here's how - Metro http://dlvr.it/N2dl3s ,0,1,1
817021248916094976,1009585008,Tv_reality93,REALITY SOAP EXTRA,06:53 - 5 janv. 2017,Which show are you most excited for Saturday #LetItShine #TheVoiceUK,0,1,2
816999583943454721,20669690,christoff_RVN,Chris Butler,05:27 - 5 janv. 2017,@IAMJHUD can't wait to watch you on #thevoiceuk,0,1,0
816973021844017152,38143084,StandardEnts,ES Entertainment,03:42 - 5 janv. 2017,Five things you need to know about #TheVoiceUK 2017 - now on ITV http://www.standard.co.uk/stayingin/tvfilm/the-voice-uk-2017-start-date-judges-and-what-you-need-to-know-a3433266.html …,0,0,1
816939676384849920,169050333,lorraine,Lorraine,01:29 - 5 janv. 2017,Incredible to have the legendary @RealSirTomJones on the Lorraine sofa chatting all things @thevoiceuk #TheVoiceUK #SirTomJones,5,1,8
816935743331434496,169050333,lorraine,Lorraine,01:13 - 5 janv. 2017,Favourite @RealSirTomJones record?  Go... #SirTomJones #TheVoiceUK @thevoiceuk,2,2,9
816935303801929728,169050333,lorraine,Lorraine,01:12 - 5 janv. 2017,.@RealSirTomJones is in the building! We are BEYOND excited! @thevoiceuk #TheVoiceUK #SirTomJones,1,2,1
