idTweet, clean_tweet, scoreImportance, idCandidat, smileyHappy, smileySad
1081319604323000322,theyre back! thevoice coaches candidate candidate candidate candidate talk finding superstars feeling responsible for their acts and more... ,1,-1,0,0
1081252009183985665,omg!! guys you have to check out this girl candidate candidate candidate candidate candidate ,1,-1,0,0
1081228563133726720,that was awesome last night candidate candidate candidate candidate thevoice starts tomorrow candidate 8pm on candidate ,1,-1,0,0
1081225801150984192,candidate opens up about the brand new rule change for  read more here: ,1,-1,0,0
1081218701032972289,looking for exclusive behind the scenes access? our very own backstage reporter candidate has got you covered! ,1,-1,0,0
1081206125440237568,on the sofa candidate candidate chats with candidate candidate candidate candidate television centre london  ,1,-1,0,0
1081175930096283648,i had such a fab time at the launch of last night. cant wait to activate the candidate sponsorship social plan over the next few months with our awesome team! ,1,-1,0,0
1081174434713620480,things could have been so different for olly murs the voice uk returns to our screens this saturday january 5th on candidate at 8pm ,1,-1,0,0
1081165790072750080,dont forget to catch saturday 8pm on with the judges candidate candidate candidate candidate ,1,-1,0,0
1081164889979318277,brilliant night at the secret gig for the launch of coaches candidate candidate candidate and candidate totally smashed it! catch the first episode of the new series this saturday at 8pm on candidate you will not be disappointed!! ,1,-1,0,0
1081155239087128578,thanks giffgaff and for having me at the launch tonight. ill be tuning in at 8pm on saturday to watch.  candidate ,1,-1,0,0
1081324546517622785,nothing but tv interview: olly murs on the return of the voice uk.  candidate ,1,-1,0,0
1081237331552755712,rt candidate candidate opens up about the brand new rule change for  read more here: ,1,-1,0,0
1081224503173279744,judge candidate has said instagram is more likely to make you a star than reality tv ,1,-1,0,0
1081162994292277248,great to see the legend candidate on this morning . kudos to his stylist and groomer as he looked immaculate and handsome as starts tomorrow night and i cannot wait ,1,-1,0,0
1081154898874503168,the awesome foursome showed us what theyre made of with a cover of come together. teamwork makes the dream work.  candidate ,1,-1,0,0
1081154598805618688,you could hear a pin drop when candidate performed remember the music.  candidate ,1,-1,0,0
1081097568548016129,23:58  3 janv. 2019ollie feckin murrs the boy who proved he can survive after the brain was removed. hes a medical curiosity. christ who buys his what ever genre of music he trys or doesnt try i never tryed out for just on case i drew olly feckin murrs candidate ,1,-1,0,0
1081091375830056960,at 750 candidate its candidate chatting thevoice ,1,-1,0,0
1080985879982862336,omfg im so excited for this the coaches perform sweet dreams  the voice uk 2019 via candidate ,1,-1,0,0
1081673028969394176,wilson fisk tries to save  the charismatic actor candidate takes the initiative to save the series. texans colts  ,1,-1,0,0
1081672078481342464,so proud to perform my dads song with candidate a very emotional moment for me and im sure dad would have been proud.  ,1,-1,0,0
