idTweet, clean_tweet, scoreImportance, idCandidat, smileyHappy, smileySad
315581029073162240,avec des coachs de choc sil vous plait : candidate candidate candidate et candidate ! cest pas rien ,1,-1,0,0
315568108758769664,cette nana elle tait exceptionnelle dans cc candidate ,1,-1,0,0
315567923311833088,pour moi torn dans cest un peu le terrain de candidate ,1,-1,0,0
315968909662646272,candidate e ai vai ver comea amanha. dessa vez no vai ter xtina nem team dez : ,1,-1,0,0
315830277081554944,candidate in the sofa of the voice for the first time tomorow ! i cant wait !!! ,1,-1,0,0
315650997567504384,candidate vai ter uma otima substituta no a candidate vamos com tudo!! ,1,-1,0,0
316336739088228352,candidate s se cadastrar e  s sucesso. ,1,-1,0,0
316300364242620417,ce soir cest le retour de cool candidate candidate et les 2 nouveaux jury candidate candidate ,1,-1,0,0
316298855635365888,mas per q j to no aquecimento de outra coisa vem via candidate ,1,-1,0,0
316286599119908864,e hoje comea o vcio de novo. esperando ansioso a estreia do candidate ! ,1,-1,0,0
316337416480911360,hojeeeeeeee  candidate candidate candidate candidate ,1,-1,0,0
316183695390302211,candidate and tonight.. this monday is starting to : : ,1,-1,0,0
316097646311907329,premiere preview judith hill  the voice  via candidate    4  ,1,-1,0,0
316022513186504704,todos estamos!!! rt candidate the voice day! so freaking excited! ,1,-1,0,0
316502424032530434,candidate et candidate sont les nouveaux coaches de !  dinfo : ,1,-1,0,0
316699703255392256,candidate daccord ! bah jespre que a va tre good pour toi ! je croise mes doigts en tout cas ! et bon visionnage de ; ,1,-1,0,0
316644774348193792,comment on est des petits joueurs en france  cot des us!! : via candidate ,1,-1,0,0
316522636689694720,non mais adam levine... si candidate tait pas mon amie... bref... ,1,-1,0,0
316340567497924608,candidate tambm quero saber onde t passando o quero muito ver . e fora que sbado j comea o ,1,-1,0,0
316340294956228608,no gosta dela?! kkkkkkkkk rt candidate ,1,-1,0,0
316340143810293760,to cantando beatles cc candidate ,1,-1,0,0
316701795630075906,candidate alors.. tas un lien qui fonctionne bien ?? ,1,-1,0,0
317049205703204867,candidate dis moi que tu mates la saison 4 de .. usher blake adam et shakira : parfait !!!!!!!!!!!!!!!!!!!!!!!!!!! omg ,1,-1,0,0
316846277012897792,loving the new team of coaches and the contestants on american idol whaaaat? candidate candidate candidate candidate ,1,-1,0,0
316734397997002756,sweet smile with small showcase at candidate yesterday ,1,-1,0,0
316701692076912640,candidate looool ! merci lol ! mais tkt a ne me drange pas lol ! ; ,1,-1,0,0
316701199858536449,candidate et bon courage pour mon lt de mdr ,1,-1,0,0
317336022411268097,bon javoue pour moi il manquait peut tre un peu candidate dans ! ,1,-1,0,0
317341525442969601,la version de what a girl wants de candidate par judith hill est magnifique :o je suis sans voix ,1,-1,0,0
317330042726268928,candidate ten es o  alors ? : ,1,-1,0,0
317259303234981889,candidate aka capn four chair turn ! rocks ! ,1,-1,0,0
317185547951038464,ce soir je regarde lpisode 2 de un immense merci  candidate de mavoir donn les liens pour le faire  ,1,-1,0,0
317178117766647810,tawnya reynolds  mama dont let your babies grow up to be cowboys  via candidate ,1,-1,0,0
317135492682493952,i watched premier last night and i loved it. looking forward to a crazy season! candidate  candidate are ridiculous!! ,1,-1,0,0
317414087317417984,le usher des annes 90 : rt candidate the argument dusher est donc justin bieber et on va y avoir le droit  chaque fois ,1,-1,0,0
317296197985501185,candidate  5  555  the voice  t t ,1,-1,0,0
317215541410533377,new hair style candidate so funny 555555555 ,1,-1,0,0
317177514000801792,sarah simmons  one of us  via candidate ,1,-1,0,0
317071880261607424,candidate je viens de me mater sa performance sur youtube elle chante super bien judith ,1,-1,0,0
317691798732546048,candidate qui je lespre a vu le dbut oufissime de la saison 4 de : ,1,-1,0,0
317659714706079744,candidate rho oui cest relou les gifs a marche rarement : a a recommenc quand ? ,1,-1,0,0
317651623734308864,candidate je confirme jai ador! les amricains sont vraiment forts ya pas photo ,1,-1,0,0
317777671448842240,im so glad the hottie josiah picked candidate as his mentor : ,1,-1,0,0
317570336315019265,cant wait for the nxt ! faves so far candidate :d !! ,1,-1,0,0
317453388000395264,com a candidate  muito amor! ,1,-1,0,0
317441329330274304,cantam what a girl wants justo na temporada que a candidate saiu!  ,1,-1,0,0
317434917187358720,candidate dammnn your version of was damnn sexyy good luck and will be following you through ,1,-1,0,0
318118124723531776,candidate celle de if i aint got you dans ... ,1,-1,0,0
318088052155248641,candidate candidate ouais ! cest trs bien :d. shakira est vraiment cool :o. ,1,-1,0,0
318070540692762624,esqueci de falar que mais uma coisa ruim do  que eles no tem o candidate ,1,-1,0,0
317971827903299587,acho que vou assistir s por causa da candidate ,1,-1,0,0
317888102796500992,o ruim do  que eles no tem um substituto para o candidate ou o prprio... ,1,-1,0,0
318478446072307713,candidate tu veux les liens pour ? :p ,1,-1,0,0
318426569821528066,kudu diritwit kie selerane podo rt candidate mbak shakira kamu kok cantek bgt to... ,1,-1,0,0
318342411787059200,candidate was like then rock with me. then candidate was like damn. american idol what?? ,1,-1,0,0
318429316914499584,watching candidate videos while my mum watches just for candidate : ,1,-1,0,0
318783128221138945,    ceelo   candidate .8   ,1,-1,0,0
318778616257323008,i know youre new at this but its terrifying how good you are  candidate to candidate hahaha! loved it : ,1,-1,0,0
318766452058517504,matt henry: the first talent seen on this years singing ray lamontagnes trouble  same as my pal candidate on ,1,-1,0,0
318754764663951361,candidate is coach in candidate will be in so candidate should be in and candidate in hahah ,1,-1,0,0
318668470516588544,candidate im going to have the same problem next week with and ,1,-1,0,0
318577779929141249,e se eu fosse do escolheria o candidate ,1,-1,0,0
318874075009261568,candidate daqui 5 minutos ,1,-1,0,0
318778854191804416,girl candidate youre the best!! ,1,-1,0,0
318952908345454594,warren stone  colder weather  via candidate ,1,-1,0,0
318952223335911425,garrett gardner  seven nation army  via candidate ,1,-1,0,0
319584126153940992,candidate rattraper : du coup jai pas regarder candidate  ,1,-1,0,0
319475897759571968,omggg avec notre bb adam on taime candidate ,1,-1,0,0
319428485171015681,rt candidate ! candidate sings safe  sound for her blind audition  amaze. ,1,-1,0,0
319393537168924672,nous met une grosse claque!!! candidate candidate candidate ,1,-1,0,0
319376594512773120,brandon roush  with a little help from my friends  via candidate ,1,-1,0,0
319272394437058562,candidate kkkkkkkkkkkk boba alias me passa o site do ,1,-1,0,0
319241461692522496,watching to candidate candidate candidate ,1,-1,0,0
319903030680100864,acho tao bonitinho a candidate falando ingls hehehe sotaque gracinha!  ,1,-1,0,0
319837564267814912,finally catching up on this weeks loving that candidate got his country star over candidate !!! love this show!!! ,1,-1,0,0
319770310314434560,candidate candidate candidate candidate its a dream team!!! in fact judges are more fun to watch than the singing... ,1,-1,0,0
320279892656791553,that moment when he sang an candidate song and he chose candidate ,1,-1,0,0
320250969050972161,candidate primul episod al sezonului 4.. super voci!! : ,1,-1,0,0
320164293079351297,candidate i dont understand me either. maybe i need to watch more of get some perspective back. ,1,-1,0,0
320081104424017921,adam levine qui dit callate  shakira  cc candidate cette saison est norme !! ,1,-1,0,0
319996778734813184,candidate te estas viendo ,1,-1,0,0
320617899578511361,et pour candidate aussi. mais candidate cest christina aguilera quoi. ,1,-1,0,0
320617377681260544,candidate nest plus dans ,1,-1,0,0
320549254823301121,with the family watching my mum sure does love candidate ,1,-1,0,0
320439901403348994,the main reason i watch is the one n only candidate !!!! ure so damn funny!!!! ,1,-1,0,0
320605982747152384,candidate i love you danielle... your performance on was amazing! follow me? 333 ,1,-1,0,0
320549069942562816,watching its soo good love candidate ,1,-1,0,0
320357604293496832,candidate viu a shaki diva linda no t adorando ela!!!!! ,1,-1,0,0
320887540943032320,hey twittos tu peux me donner un lien pour regarder la s4 e3 e4 de ? poke candidate candidate ,1,-1,0,0
320895541057814529,if i were to go for  candidate turns around im so choosing him xd im such a huge fan of him. and obv justin ily ,1,-1,0,0
320891492799496192,keren2 loh candidate ndak ada the voice us the voice indonesia pun jadi! ,1,-1,0,0
320887162834939908,suka performnya michelle chamuelsuaranya patrick doddsavannah berry rt candidate ada yang udah nonton eps 34? how? ,1,-1,0,0
320884113219395585,kakinya diangkat terus tp gak mesen mesen. rt candidate pengen naroh nasi pake kikil ama tempe orek deh di mejanya usher. ,1,-1,0,0
320880430234615808,judith hill gokiiiiil!!  candidate ada yang udah nonton eps 34? how? ,1,-1,0,0
320864467229503488,04:43  7 avr. 2013watching blind auditions online just to see candidate ,1,-1,0,0
321245165366964224,candidate my boo nashville is whatever you want it to be hahahahahah ,1,-1,0,0
321382314884075521,candidate ok! dont worry hun! we can watch together tomorrow. good night! love you 3 ,1,-1,0,0
321341182544338946,waiting to watch with candidate : ,1,-1,0,0
321643772381392896, :   candidate rest of my life candidate candidate  ,1,-1,0,0
321517228061241344,caroline glaser  tiny dancer  via candidate ,1,-1,0,0
321515725900640256,sasha allen  not ready to make nice  via candidate ,1,-1,0,0
321415022771335168,adorei o jeff lewis canta dana e apresentou uma tima verso da msica do coach candidate ,1,-1,0,0
321414764410585088,candidate candidate e ainda tem blind auditions do ,1,-1,0,0
321413897179525120,candidate candidate candidate gosti... mas no foi pica! ,1,-1,0,0
321413592874381312,candidate candidate candidate abusado ta indo de usher rsrsrs ,1,-1,0,0
322124674626646016,will win season 4. mark my words. candidate ,1,-1,0,0
322036880562601985,grabe matatapos na namen ni candidate ang episode 3 ng hahaha! ,1,-1,0,0
321897085475618816,jessica childress  marry you  via candidate ,1,-1,0,0
321896486684213248,luke edgemon  i cant make you love me  via candidate ,1,-1,0,0
321777772114616320,a voz da jacqui... delicia candidate candidate ,1,-1,0,0
321777426038403072,em tudo n? tomou remedio de sumio rt candidate candidate candidate sentindo sua falta no ana ,1,-1,0,0
321777274263334912,candidate candidate sentindo sua falta no ana ,1,-1,0,0
321775487686963200,mode on! candidate final night of the ,1,-1,0,0
321774912501055489,candidate candidate candidate candidate cheguei.... prontinha. bora pro cc candidate ,1,-1,0,0
322311608426696706,3 pisodes de  visionner et dans lattente dun article du loup candidate ! ,1,-1,0,0
322406808285241345,t assistindo voc acompanha candidate ? comecei a ver a atual temporada mas acabei baixando as anteriores. adorando!! ,1,-1,0,0
322383787231170561,he should have picked me. im like switzerland. im neutral.  candidate ,1,-1,0,0
322312410562195456,candidate a arrive bientt mon pote... sur les coups de 15h : profite bien de en tout cas ! ,1,-1,0,0
322280999251767296,candidate is like the candidate in :ddd ,1,-1,0,0
322148757124816896,o que  a candidate falando em portugus nesse episodio do muito amor 3 ,1,-1,0,0
322832464932388864,so me and candidate catching up on and just watched adam live on cam omg i cant breathe!! literally.. ,1,-1,0,0
322734924736126976,candidate battle to be aired on monday. cant wait!! ,1,-1,0,0
323188688274214913,candidate izii mais on nest dans le futur on va faire le ,1,-1,0,0
323164526574960640,candidate candidate cpour a quon prfre tu comprends ? ;  ,1,-1,0,0
323165796492787712,didnt even know they had one. rt candidate lve ,1,-1,0,0
323125504645402624,laughs at candidate too right! from i would be swooning over candidate smiles at the thought candidate ,1,-1,0,0
323068544759762946,love! rt candidate sarah simmons!!!!! ,1,-1,0,0
322950271925907456, candidate you still nice. ,1,-1,0,0
323236256966397952,candidate candidate bah sii beaucoup plus talentueuses et si tu regardes les candidats sont juste...waw! ,1,-1,0,0
323485185230401536,candidate i love you as judge go ,1,-1,0,0
323270542138408960,candidate anong oras sa axn ang pag saturdays? ,1,-1,0,0
323943291949289472,t prontinha pro pra avisar kkkk cc candidate candidate candidate candidate candidate candidate ,1,-1,0,0
323787303497658368,i need rice!! i have candidate s presence as my side dish :d ,1,-1,0,0
323789453103607808,this is candidate ,1,-1,0,0
324267122224148480,i used to be candidate but this season im going to be with mr handsome dimples aka candidate rocks ,1,-1,0,0
324195677028630528,rt candidate it just thrills me watching blind auditions. what more pa kaya ang thevoice ? sobrang exciting! ,1,-1,0,0
324159177280860162,and are we gonna talk about the beautiful candidate ?!?! ,1,-1,0,0
324062572934479872,battle rounds this week!! :d exciting!! pero mas excited ako sa hehehe ; candidate ,1,-1,0,0
324533810182123521,whats funny?...why are you smiling?...this is funny to candidate oh bon dieu le genre dusher jai trop aim! haha ,1,-1,0,0
324399780732219392,i love maroon 5 but it is just to say that candidate sunday morning matched the bands or perhaps even better! : ,1,-1,0,0
324551174676152320,its so funny when you change your hair style for george candidate ,1,-1,0,0
