idTweet, clean_tweet, scoreImportance, idCandidat, smileyHappy, smileySad
437211672491470848,4chair turner candidate amazzzing!! ,1,-1,0,0
437460051654361088,candidate 2 more sleepless nights till the the best ricking show is back on ,1,-1,0,0
437979937921073152,that note! i just love you candidate ,1,-1,0,0
437798699918311424,candidate excited tom na ang ,1,-1,0,0
438313145288130560,candidate elle va faire ? cest quand ? cest pass ? elle est prise ? elle est dans quelle equipe ? chriiistinaaa !! 3 3 ,1,-1,0,0
438445833324085248,now im watching thanks to candidate 3 ,1,-1,0,0
438308111044976640,you guys have to watch this! primer!  candidate candidate ,1,-1,0,0
438119944597684224,few days more for primere in malaysia. cant wait candidate candidate ,1,-1,0,0
438488908033454080,a ils se mettent bien au niveau des coachs. candidate candidate et candidate  tranquilleee ,1,-1,0,0
438801201069428736,its quite impossible not to have pervert thoughts while staring at candidate on ,1,-1,0,0
438762485941010432,you go candidate nothing against you candidate  ,1,-1,0,0
439040648734195712,yey may pagkakaabalahan na ulit. christina grimmie has improved a lot huh. you like her right? candidate ,1,-1,0,0
439420768829865984,cuddling with my girl on the couch watching : candidate ye residense  ,1,-1,0,0
439257571833438208,candidate candidate candidate to apostando seriosamente em christina grimmie e em dawn  hawks no ,1,-1,0,0
439769398065508352,candidate cest ,1,-1,0,0
440145700387426304,candidate ah parce que jai eu un petit doute je ne te vois plus tweeter sur adam ou mme ,1,-1,0,0
440106142883012610,just watched candidate and candidate performance for the  what?  gazillionthif theres number like that time. ,1,-1,0,0
440105982325047297,candidate tiene que estar orgullosa de mi! voy al da con : ,1,-1,0,0
439945850534375424,that really did its thing! candidate ,1,-1,0,0
440627693739327488,16 de maro comea no candidate ,1,-1,0,0
440515678055829504,candidate i am in awe. season 6 is freakin amazing! ,1,-1,0,0
441303095411109889,thevoice tu e candidate ci regalerete un duetto degno di quello della finale di di candidate e candidate ,1,-1,0,0
441076135791587329,i love this bromance! candidate candidate ! 5555 ,1,-1,0,0
441008850771402752,ahah moonwalk. candidate was funy last nigth . ,1,-1,0,0
441549254231089152,candidate lol cest ton destin! ,1,-1,0,0
441997297660874752,please follow candidate and watch their journey on the voice ! dont forget to vote and tweet them!! ,1,-1,0,0
