idTweet, clean_tweet, scoreImportance, idCandidat, smileyHappy, smileySad
317381303718785026,fan of candidate check out my tweets tomorrow for some exclusive spoilers ,1,-1,0,0
317358084676780032,sing it coaches candidate ,1,-1,0,0
317316125157388288,dear candidate candidate dont suppose you could eek official action out until after is due to air on saturday. yours hopefully. ,1,-1,0,0
317311662719918083,i see the cat meaning the bezzie candidate is well and truly out of the bag. my boy. ,1,-1,0,0
317305559873372160,series 2 of candidate starts saturday 30 march at 7pm on candidate ,1,-1,0,0
317297458696843265,what do you think of your sun tv magazine cover candidate ,1,-1,0,0
317283540687548417,and candidate from southendonsea will be on candidate drive time at 5.25 talking about her experience! ,1,-1,0,0
317283497561690112,birmingham boy candidate will be chatting on candidate drive time tonight about appearing on this saturday ,1,-1,0,0
317221939951316993, so me and candidate were shown on the one show yesterday ha  you can see the clip around 45.00 xx ,1,-1,0,0
317382864796807168,dont miss the start of candidate on saturday as the 4 coaches will perform have some fun tonight together... ,1,-1,0,0
317358453590990849,candidate that was epic!!!! whooooooooooooooaaaaaaaaaaa ,1,-1,0,0
317314104425578497,candidate series 2 of candidate starts saturday 30 march at 7pm on candidate been waiting 4 this ,1,-1,0,0
317312893240623104,thank you candidate gorgeous looking cover for  ,1,-1,0,0
317260066648621056,candidate does start this week? candidate yepppp! cant wait! cant believe its been a year candidate ,1,-1,0,0
317199732629979136,youre going to destroy that kid candidate takes on simon cowell and defends sat 7pm bbc1 ,1,-1,0,0
317183501608837120,in case you havent heard: saturday 7pm candidate case you havent played: our game is kind of ,1,-1,0,0
317176519292227584,!! aahh !! 33 candidate 33 ,1,-1,0,0
317660209973694464,candidate coach et coach dans ! mon choix est fait :d ,1,-1,0,0
317766649119920128,cant wait until starts again tomorrow! ahaha candidate you miss it:p 3 ,1,-1,0,0
317755172593991681,only one more day!!! danny looks ready to go : candidate candidate ,1,-1,0,0
317685429178609665,delighted to hear that andrea begley will be on regular listeners will know ive been a candidate for some time! ,1,-1,0,0
317672756579819520,candidate candidate candidate fandreas. ,1,-1,0,0
317661071521505280,spoiler: one to watch! candidate auditions for candidate this saturday at 7pm  ,1,-1,0,0
317657408400924673,spoiler: 90s star candidate fails to make it through the blind auditions despite having had a no.8 single in the charts. ,1,-1,0,0
317656992489553922,spoiler: coach  coach have a bust up on the first show. jessie isnt impressed. candidate ,1,-1,0,0
317639232925618176,not long til starts tomorrow  looking forward to seeing some familiar faces ; go smash it candidate  candidate ,1,-1,0,0
317765043703918593,candidate ahaa again we meet candidate lol durn lst i was twtn u wile sunbathing : all the way! enjoy this year. ,1,-1,0,0
317749640210567168,i am so excited!!!! tomorrow!!!! candidate ,1,-1,0,0
317746932908953600,candidate great to see u last night bro ! boom ,1,-1,0,0
317608338894499841,dong.. rt candidate : ,1,-1,0,0
317587297153458176,1 more sleep!!!! candidate ,1,-1,0,0
317581961105403907,what have candidate candidate candidate and candidate been up to since read all about it...  ,1,-1,0,0
317558483685875715,candidate cant wait only one team to be on candidate ,1,-1,0,0
317478047211192320,county down for series 2 coach candidate ,1,-1,0,0
317476808108957698,candidate omg!! s d ela nem reparei q os outros jurados estavam   candidate ,1,-1,0,0
317443852610985986,candidate cant wait for saturday!!! ,1,-1,0,0
318134947355451393,candidate jespre aussi ,1,-1,0,0
318135239740366848,candidate tinquite :d ,1,-1,0,0
318128275136331776,candidate mais grave avec  ,1,-1,0,0
318129447586893824,candidate avec ! je le ferais ! tu viendras avec moi ? ,1,-1,0,0
318135737830744064,look whos already favourite to win our very own andrea. candidate ,1,-1,0,0
318130552517582848,congrats to my fellow btecer for being on tonight! did us all proud candidate x ,1,-1,0,0
318124482713759746,check out my live candidate mash up! would really appreciate a listen. hope i did it justice :  ,1,-1,0,0
318150005993140224,say whaaaaaaa candidate ,1,-1,0,0
318130800874881024,cannot wait to see candidate on next saturday kingdom falls brings back so many good memories! ,1,-1,0,0
318120325525159936,rt candidate these times.  ,1,-1,0,0
